covered_points,tot_points,k
7,693,1
5,693,1
10,693,1
7,693,1
6,693,1
6,693,1
4,693,1
2,693,1
4,693,1
3,693,1
1,693,1
10,693,1
7,693,1
4,693,1
2,693,1
0,693,1
2,693,1
7,693,1
12,693,1
7,693,1
6,693,1
8,693,1
1,693,1
6,693,1
3,693,1
0,693,1
4,693,1
11,693,1
4,693,1
9,693,1
8,693,1
2,693,1
2,693,1
11,693,1
5,693,1
3,693,1
8,693,1
7,693,1
3,693,1
6,693,1
6,693,1
3,693,1
0,693,1
10,693,1
9,693,1
3,693,1
8,693,1
5,693,1
7,693,1
3,693,1
3,693,1
3,693,1
5,693,1
8,693,1
7,693,1
5,693,1
10,693,1
3,693,1
4,693,1
4,693,1
1,693,1
4,693,1
7,693,1
10,693,1
6,693,1
7,693,1
4,693,1
5,693,1
4,693,1
10,693,1
6,693,1
0,693,1
4,693,1
10,693,1
2,693,1
8,693,1
10,693,1
0,693,1
3,693,1
6,693,1
8,693,1
6,693,1
6,693,1
13,693,1
2,693,1
7,693,1
6,693,1
1,693,1
4,693,1
3,693,1
8,693,1
2,693,1
4,693,1
3,693,1
10,693,1
6,693,1
3,693,1
7,693,1
7,693,1
6,693,1
3,693,1
3,693,1
5,693,1
7,693,1
10,693,1
5,693,1
2,693,1
6,693,1
9,693,1
7,693,1
5,693,1
4,693,1
6,693,1
7,693,1
4,693,1
1,693,1
0,693,1
11,693,1
7,693,1
3,693,1
3,693,1
5,693,1
7,693,1
7,693,1
3,693,1
1,693,1
3,693,1
4,693,1
8,693,1
5,693,1
6,693,1
5,693,1
7,693,1
6,693,1
7,693,1
9,693,1
1,693,1
2,693,1
7,693,1
4,693,1
7,693,1
13,693,1
2,693,1
8,693,1
6,693,1
6,693,1
3,693,1
2,693,1
9,693,1
3,693,1
6,693,1
4,693,1
0,693,1
5,693,1
3,693,1
2,693,1
8,693,1
5,693,1
3,693,1
5,693,1
10,693,1
5,693,1
3,693,1
8,693,1
6,693,1
7,693,1
6,693,1
3,693,1
2,693,1
4,693,1
4,693,1
4,693,1
3,693,1
4,693,1
7,693,1
9,693,1
7,693,1
11,693,1
4,693,1
6,693,1
7,693,1
12,693,1
4,693,1
7,693,1
5,693,1
4,693,1
11,693,1
10,693,1
4,693,1
5,693,1
4,693,1
9,693,1
7,693,1
4,693,1
0,693,1
5,693,1
5,693,1
7,693,1
5,693,1
4,693,1
3,693,1
3,693,1
4,693,1
7,693,1
3,693,1
6,693,1
5,693,1
4,693,1
3,693,1
4,693,1
6,693,1
7,693,1
6,693,1
18,693,1
4,693,1
7,693,1
7,693,1
4,693,1
5,693,1
7,693,1
3,693,1
6,693,1
1,693,1
6,693,1
7,693,1
7,693,1
8,693,1
9,693,1
5,693,1
10,693,1
3,693,1
6,693,1
3,693,1
6,693,1
1,693,1
7,693,1
5,693,1
4,693,1
5,693,1
6,693,1
4,693,1
8,693,1
12,693,1
6,693,1
16,693,1
11,693,1
9,693,1
6,693,1
5,693,1
13,693,1
6,693,1
7,693,1
3,693,1
6,693,1
8,693,1
0,693,1
11,693,1
3,693,1
3,693,1
7,693,1
7,693,1
4,693,1
8,693,1
1,693,1
8,693,1
4,693,1
8,693,1
8,693,1
5,693,1
6,693,1
9,693,1
5,693,1
12,693,1
7,693,1
8,693,1
6,693,1
4,693,1
3,693,1
5,693,1
2,693,1
8,693,1
8,693,1
5,693,1
5,693,1
8,693,1
1,693,1
4,693,1
3,693,1
3,693,1
2,693,1
7,693,1
11,693,1
5,693,1
7,693,1
9,693,1
5,693,1
5,693,1
2,693,1
6,693,1
5,693,1
8,693,1
9,693,1
6,693,1
4,693,1
3,693,1
8,693,1
9,693,1
9,693,1
4,693,1
12,693,1
1,693,1
8,693,1
7,693,1
5,693,1
3,693,1
8,693,1
12,693,1
7,693,1
6,693,1
5,693,1
5,693,1
10,693,1
5,693,1
4,693,1
6,693,1
8,693,1
12,693,1
2,693,1
2,693,1
10,693,1
7,693,1
3,693,1
2,693,1
4,693,1
6,693,1
1,693,1
0,693,1
8,693,1
5,693,1
6,693,1
5,693,1
9,693,1
8,693,1
5,693,1
1,693,1
5,693,1
7,693,1
8,693,1
10,693,1
5,693,1
5,693,1
4,693,1
4,693,1
5,693,1
6,693,1
7,693,1
7,693,1
4,693,1
3,693,1
6,693,1
9,693,1
5,693,1
6,693,1
7,693,1
5,693,1
9,693,1
7,693,1
6,693,1
7,693,1
4,693,1
7,693,1
4,693,1
10,693,1
12,693,1
4,693,1
12,693,1
10,693,1
11,693,1
2,693,1
7,693,1
5,693,1
8,693,1
1,693,1
7,693,1
5,693,1
7,693,1
9,693,1
2,693,1
6,693,1
7,693,1
12,693,1
3,693,1
7,693,1
9,693,1
4,693,1
6,693,1
6,693,1
6,693,1
6,693,1
6,693,1
8,693,1
0,693,1
7,693,1
4,693,1
7,693,1
10,693,1
9,693,1
3,693,1
3,693,1
5,693,1
6,693,1
4,693,1
7,693,1
7,693,1
6,693,1
6,693,1
5,693,1
6,693,1
4,693,1
6,693,1
1,693,1
7,693,1
5,693,1
7,693,1
7,693,1
4,693,1
1,693,1
3,693,1
5,693,1
4,693,1
5,693,1
6,693,1
10,693,1
6,693,1
7,693,1
11,693,1
5,693,1
3,693,1
4,693,1
1,693,1
8,693,1
8,693,1
2,693,1
6,693,1
8,693,1
8,693,1
3,693,1
6,693,1
2,693,1
0,693,1
6,693,1
11,693,1
4,693,1
3,693,1
7,693,1
4,693,1
6,693,1
4,693,1
4,693,1
5,693,1
0,693,1
7,693,1
1,693,1
7,693,1
3,693,1
6,693,1
5,693,1
6,693,1
12,693,1
7,693,1
6,693,1
8,693,1
3,693,1
7,693,1
3,693,1
11,693,1
4,693,1
6,693,1
0,693,1
4,693,1
3,693,1
5,693,1
7,693,1
4,693,1
4,693,1
6,693,1
9,693,1
6,693,1
6,693,1
6,693,1
3,693,1
4,693,1
5,693,1
4,693,1
6,693,1
6,693,1
9,693,1
6,693,1
3,693,1
6,693,1
3,693,1
11,693,1
3,693,1
3,693,1
7,693,1
6,693,1
3,693,1
1,693,1
10,693,1
6,693,1
5,693,1
4,693,1
3,693,1
4,693,1
10,693,1
5,693,1
7,693,1
0,693,1
6,693,1
9,693,1
12,693,1
5,693,1
6,693,1
4,693,1
8,693,1
5,693,1
5,693,1
9,693,1
5,693,1
6,693,1
7,693,1
4,693,1
4,693,1
3,693,1
7,693,1
5,693,1
9,693,1
1,693,1
0,693,1
6,693,1
4,693,1
6,693,1
5,693,1
3,693,1
11,693,1
9,693,1
5,693,1
3,693,1
7,693,1
3,693,1
6,693,1
4,693,1
5,693,1
3,693,1
0,693,1
5,693,1
10,693,1
10,693,1
8,693,1
4,693,1
3,693,1
10,693,1
3,693,1
8,693,1
4,693,1
7,693,1
5,693,1
10,693,1
7,693,1
2,693,1
6,693,1
5,693,1
5,693,1
8,693,1
16,693,1
6,693,1
8,693,1
4,693,1
6,693,1
4,693,1
7,693,1
1,693,1
0,693,1
1,693,1
3,693,1
3,693,1
0,693,1
16,693,1
6,693,1
5,693,1
3,693,1
8,693,1
1,693,1
6,693,1
6,693,1
3,693,1
2,693,1
8,693,1
8,693,1
4,693,1
3,693,1
5,693,1
2,693,1
8,693,1
5,693,1
8,693,1
7,693,1
3,693,1
2,693,1
7,693,1
9,693,1
5,693,1
5,693,1
3,693,1
1,693,1
6,693,1
9,693,1
4,693,1
2,693,1
6,693,1
2,693,1
2,693,1
8,693,1
10,693,1
7,693,1
5,693,1
7,693,1
7,693,1
3,693,1
7,693,1
5,693,1
7,693,1
4,693,1
3,693,1
6,693,1
5,693,1
2,693,1
5,693,1
6,693,1
11,693,1
2,693,1
6,693,1
7,693,1
4,693,1
6,693,1
9,693,1
3,693,1
9,693,1
5,693,1
1,693,1
4,693,1
4,693,1
5,693,1
8,693,1
11,693,1
4,693,1
3,693,1
5,693,1
6,693,1
8,693,1
6,693,1
4,693,1
9,693,1
6,693,1
8,693,1
3,693,1
7,693,1
8,693,1
3,693,1
7,693,1
2,693,1
5,693,1
7,693,1
3,693,1
9,693,1
2,693,1
2,693,1
5,693,1
5,693,1
13,693,1
7,693,1
8,693,1
7,693,1
12,693,1
4,693,1
8,693,1
5,693,1
5,693,1
3,693,1
4,693,1
5,693,1
2,693,1
6,693,1
5,693,1
3,693,1
3,693,1
5,693,1
4,693,1
5,693,1
4,693,1
11,693,1
4,693,1
7,693,1
5,693,1
6,693,1
3,693,1
4,693,1
1,693,1
3,693,1
9,693,1
8,693,1
1,693,1
8,693,1
7,693,1
6,693,1
0,693,1
6,693,1
4,693,1
5,693,1
3,693,1
5,693,1
12,693,1
8,693,1
4,693,1
5,693,1
10,693,1
5,693,1
2,693,1
7,693,1
6,693,1
5,693,1
7,693,1
5,693,1
4,693,1
6,693,1
8,693,1
3,693,1
7,693,1
10,693,1
6,693,1
10,693,1
8,693,1
3,693,1
5,693,1
7,693,1
4,693,1
5,693,1
6,693,1
5,693,1
4,693,1
2,693,1
3,693,1
8,693,1
4,693,1
1,693,1
3,693,1
2,693,1
4,693,1
6,693,1
8,693,1
3,693,1
3,693,1
6,693,1
7,693,1
7,693,1
4,693,1
5,693,1
8,693,1
4,693,1
12,693,1
6,693,1
6,693,1
7,693,1
11,693,1
2,693,1
5,693,1
4,693,1
7,693,1
8,693,1
3,693,1
2,693,1
6,693,1
6,693,1
5,693,1
2,693,1
6,693,1
1,693,1
13,693,3
21,693,3
23,693,3
17,693,3
12,693,3
13,693,3
14,693,3
12,693,3
12,693,3
15,693,3
20,693,3
14,693,3
13,693,3
14,693,3
15,693,3
15,693,3
11,693,3
21,693,3
18,693,3
18,693,3
15,693,3
10,693,3
11,693,3
18,693,3
11,693,3
17,693,3
10,693,3
16,693,3
14,693,3
17,693,3
17,693,3
13,693,3
13,693,3
16,693,3
20,693,3
14,693,3
16,693,3
9,693,3
20,693,3
4,693,3
14,693,3
14,693,3
19,693,3
9,693,3
16,693,3
22,693,3
19,693,3
24,693,3
16,693,3
15,693,3
18,693,3
13,693,3
15,693,3
10,693,3
20,693,3
19,693,3
21,693,3
12,693,3
12,693,3
19,693,3
17,693,3
21,693,3
18,693,3
19,693,3
12,693,3
16,693,3
16,693,3
12,693,3
11,693,3
12,693,3
17,693,3
20,693,3
18,693,3
27,693,3
18,693,3
17,693,3
12,693,3
19,693,3
24,693,3
16,693,3
11,693,3
21,693,3
17,693,3
20,693,3
16,693,3
21,693,3
20,693,3
22,693,3
20,693,3
12,693,3
8,693,3
14,693,3
19,693,3
13,693,3
14,693,3
8,693,3
17,693,3
10,693,3
16,693,3
23,693,3
11,693,3
15,693,3
10,693,3
24,693,3
20,693,3
22,693,3
12,693,3
16,693,3
13,693,3
11,693,3
15,693,3
18,693,3
20,693,3
18,693,3
9,693,3
12,693,3
10,693,3
16,693,3
15,693,3
14,693,3
11,693,3
11,693,3
14,693,3
14,693,3
15,693,3
7,693,3
17,693,3
16,693,3
16,693,3
18,693,3
14,693,3
11,693,3
11,693,3
14,693,3
12,693,3
16,693,3
14,693,3
15,693,3
16,693,3
14,693,3
13,693,3
11,693,3
14,693,3
15,693,3
15,693,3
25,693,3
11,693,3
14,693,3
14,693,3
12,693,3
19,693,3
19,693,3
16,693,3
15,693,3
26,693,3
17,693,3
13,693,3
21,693,3
23,693,3
17,693,3
7,693,3
10,693,3
19,693,3
19,693,3
20,693,3
20,693,3
17,693,3
7,693,3
16,693,3
15,693,3
12,693,3
17,693,3
20,693,3
20,693,3
16,693,3
20,693,3
24,693,3
16,693,3
9,693,3
10,693,3
14,693,3
14,693,3
18,693,3
10,693,3
12,693,3
14,693,3
25,693,3
18,693,3
17,693,3
18,693,3
10,693,3
10,693,3
17,693,3
18,693,3
13,693,3
13,693,3
17,693,3
11,693,3
24,693,3
19,693,3
11,693,3
17,693,3
21,693,3
9,693,3
10,693,3
16,693,3
17,693,3
26,693,3
11,693,3
9,693,3
13,693,3
10,693,3
19,693,3
18,693,3
14,693,3
14,693,3
21,693,3
27,693,3
9,693,3
16,693,3
14,693,3
14,693,3
9,693,3
19,693,3
19,693,3
17,693,3
16,693,3
17,693,3
16,693,3
15,693,3
12,693,3
22,693,3
21,693,3
10,693,3
19,693,3
13,693,3
22,693,3
18,693,3
27,693,3
17,693,3
20,693,3
15,693,3
17,693,3
16,693,3
18,693,3
11,693,3
23,693,3
10,693,3
14,693,3
7,693,3
9,693,3
10,693,3
13,693,3
16,693,3
11,693,3
8,693,3
23,693,3
9,693,3
9,693,3
22,693,3
20,693,3
20,693,3
18,693,3
11,693,3
15,693,3
10,693,3
14,693,3
20,693,3
12,693,3
22,693,3
18,693,3
20,693,3
11,693,3
10,693,3
16,693,3
9,693,3
24,693,3
21,693,3
15,693,3
19,693,3
8,693,3
13,693,3
15,693,3
17,693,3
18,693,3
12,693,3
12,693,3
11,693,3
10,693,3
10,693,3
21,693,3
16,693,3
9,693,3
18,693,3
15,693,3
11,693,3
9,693,3
19,693,3
21,693,3
30,693,3
16,693,3
11,693,3
28,693,3
14,693,3
16,693,3
23,693,3
17,693,3
12,693,3
16,693,3
5,693,3
10,693,3
21,693,3
20,693,3
17,693,3
18,693,3
14,693,3
22,693,3
9,693,3
22,693,3
17,693,3
15,693,3
12,693,3
17,693,3
11,693,3
9,693,3
15,693,3
8,693,3
14,693,3
23,693,3
16,693,3
25,693,3
22,693,3
12,693,3
8,693,3
14,693,3
19,693,3
17,693,3
24,693,3
15,693,3
15,693,3
19,693,3
12,693,3
19,693,3
9,693,3
16,693,3
15,693,3
18,693,3
23,693,3
10,693,3
13,693,3
12,693,3
17,693,3
14,693,3
11,693,3
9,693,3
11,693,3
12,693,3
18,693,3
12,693,3
11,693,3
15,693,3
12,693,3
15,693,3
12,693,3
12,693,3
7,693,3
21,693,3
17,693,3
20,693,3
14,693,3
12,693,3
18,693,3
19,693,3
18,693,3
13,693,3
12,693,3
18,693,3
11,693,3
26,693,3
11,693,3
10,693,3
18,693,3
21,693,3
16,693,3
19,693,3
23,693,3
27,693,3
10,693,3
16,693,3
21,693,3
15,693,3
9,693,3
16,693,3
21,693,3
19,693,3
14,693,3
20,693,3
14,693,3
11,693,3
5,693,3
12,693,3
14,693,3
9,693,3
12,693,3
20,693,3
17,693,3
22,693,3
12,693,3
13,693,3
12,693,3
24,693,3
15,693,3
10,693,3
28,693,3
9,693,3
11,693,3
24,693,3
10,693,3
13,693,3
16,693,3
10,693,3
11,693,3
22,693,3
8,693,3
21,693,3
18,693,3
8,693,3
18,693,3
15,693,3
14,693,3
19,693,3
24,693,3
19,693,3
15,693,3
14,693,3
29,693,3
19,693,3
17,693,3
20,693,3
16,693,3
21,693,3
11,693,3
15,693,3
19,693,3
16,693,3
12,693,3
16,693,3
18,693,3
12,693,3
9,693,3
18,693,3
22,693,3
13,693,3
20,693,3
15,693,3
5,693,3
16,693,3
19,693,3
12,693,3
9,693,3
10,693,3
14,693,3
10,693,3
17,693,3
13,693,3
23,693,3
14,693,3
12,693,3
10,693,3
15,693,3
22,693,3
24,693,3
16,693,3
19,693,3
16,693,3
16,693,3
10,693,3
16,693,3
22,693,3
11,693,3
11,693,3
20,693,3
19,693,3
21,693,3
19,693,3
13,693,3
9,693,3
15,693,3
12,693,3
15,693,3
22,693,3
23,693,3
14,693,3
19,693,3
15,693,3
24,693,3
21,693,3
22,693,3
13,693,3
18,693,3
21,693,3
9,693,3
24,693,3
22,693,3
18,693,3
18,693,3
21,693,3
14,693,3
14,693,3
19,693,3
13,693,3
14,693,3
14,693,3
9,693,3
14,693,3
10,693,3
16,693,3
19,693,3
15,693,3
7,693,3
18,693,3
15,693,3
12,693,3
21,693,3
15,693,3
17,693,3
10,693,3
12,693,3
22,693,3
24,693,3
14,693,3
17,693,3
13,693,3
22,693,3
22,693,3
25,693,3
21,693,3
14,693,3
20,693,3
20,693,3
11,693,3
18,693,3
10,693,3
10,693,3
11,693,3
24,693,3
7,693,3
13,693,3
24,693,3
15,693,3
19,693,3
19,693,3
15,693,3
12,693,3
17,693,3
22,693,3
23,693,3
11,693,3
14,693,3
16,693,3
16,693,3
14,693,3
16,693,3
13,693,3
21,693,3
18,693,3
12,693,3
18,693,3
19,693,3
11,693,3
17,693,3
11,693,3
12,693,3
18,693,3
21,693,3
15,693,3
7,693,3
21,693,3
13,693,3
14,693,3
12,693,3
16,693,3
18,693,3
18,693,3
19,693,3
12,693,3
10,693,3
16,693,3
26,693,3
19,693,3
20,693,3
15,693,3
17,693,3
17,693,3
18,693,3
9,693,3
6,693,3
23,693,3
15,693,3
16,693,3
24,693,3
17,693,3
19,693,3
21,693,3
21,693,3
14,693,3
17,693,3
16,693,3
5,693,3
19,693,3
23,693,3
17,693,3
13,693,3
20,693,3
19,693,3
14,693,3
21,693,3
6,693,3
10,693,3
17,693,3
17,693,3
18,693,3
23,693,3
29,693,3
14,693,3
24,693,3
22,693,3
27,693,3
15,693,3
16,693,3
23,693,3
13,693,3
20,693,3
16,693,3
11,693,3
20,693,3
20,693,3
18,693,3
16,693,3
21,693,3
18,693,3
10,693,3
13,693,3
10,693,3
9,693,3
22,693,3
15,693,3
16,693,3
14,693,3
27,693,3
21,693,3
12,693,3
13,693,3
15,693,3
12,693,3
12,693,3
17,693,3
16,693,3
24,693,3
12,693,3
10,693,3
13,693,3
22,693,3
6,693,3
13,693,3
16,693,3
12,693,3
20,693,3
18,693,3
14,693,3
10,693,3
10,693,3
22,693,3
15,693,3
11,693,3
16,693,3
21,693,3
14,693,3
18,693,3
13,693,3
18,693,3
9,693,3
17,693,3
13,693,3
19,693,3
12,693,3
15,693,3
12,693,3
26,693,3
16,693,3
10,693,3
21,693,3
12,693,3
10,693,3
29,693,3
15,693,3
16,693,3
17,693,3
13,693,3
19,693,3
19,693,3
10,693,3
19,693,3
25,693,3
17,693,3
16,693,3
17,693,3
22,693,3
8,693,3
15,693,3
17,693,3
17,693,3
22,693,3
30,693,3
22,693,3
13,693,3
23,693,3
21,693,3
30,693,3
12,693,3
19,693,3
17,693,3
11,693,3
8,693,3
16,693,3
7,693,3
13,693,3
25,693,3
18,693,3
14,693,3
18,693,3
10,693,3
17,693,3
14,693,3
6,693,3
19,693,3
12,693,3
26,693,3
17,693,3
25,693,3
15,693,3
16,693,3
16,693,3
21,693,3
12,693,3
21,693,3
6,693,3
16,693,3
18,693,3
19,693,3
22,693,3
15,693,3
18,693,3
22,693,3
19,693,3
8,693,3
21,693,3
16,693,3
17,693,3
10,693,3
15,693,3
14,693,3
19,693,3
25,693,3
12,693,3
28,693,3
13,693,3
17,693,3
16,693,3
16,693,3
20,693,3
20,693,3
13,693,3
30,693,3
10,693,3
12,693,3
18,693,3
16,693,3
9,693,3
15,693,3
15,693,3
16,693,3
19,693,3
25,693,3
23,693,3
12,693,3
15,693,3
12,693,3
18,693,3
17,693,3
11,693,3
15,693,3
11,693,3
22,693,3
14,693,3
25,693,3
12,693,3
12,693,3
19,693,3
17,693,3
14,693,3
15,693,3
15,693,3
12,693,3
20,693,3
23,693,3
22,693,3
13,693,3
20,693,3
13,693,3
17,693,3
17,693,3
12,693,3
18,693,3
23,693,3
14,693,3
20,693,3
23,693,3
16,693,3
17,693,3
18,693,3
17,693,3
16,693,3
19,693,3
11,693,3
9,693,3
14,693,3
19,693,3
13,693,3
20,693,3
17,693,3
18,693,3
11,693,3
17,693,3
23,693,3
15,693,3
14,693,3
13,693,3
10,693,3
21,693,3
16,693,3
11,693,3
17,693,3
14,693,3
13,693,3
16,693,3
13,693,3
13,693,3
16,693,3
18,693,3
5,693,3
21,693,3
20,693,3
19,693,3
6,693,3
12,693,3
13,693,3
13,693,3
14,693,3
9,693,3
12,693,3
15,693,3
9,693,3
17,693,3
15,693,3
10,693,3
17,693,3
18,693,3
12,693,3
8,693,3
14,693,3
12,693,3
12,693,3
15,693,3
23,693,3
18,693,3
22,693,3
17,693,3
21,693,3
11,693,3
16,693,3
17,693,3
23,693,3
14,693,3
13,693,3
13,693,3
19,693,3
5,693,3
16,693,3
18,693,3
17,693,3
12,693,3
25,693,3
16,693,3
20,693,3
23,693,3
13,693,3
12,693,3
16,693,3
25,693,3
15,693,3
7,693,3
23,693,3
15,693,3
10,693,3
6,693,3
14,693,3
20,693,3
18,693,3
14,693,3
14,693,3
15,693,3
23,693,3
13,693,3
11,693,3
20,693,3
19,693,3
19,693,3
15,693,3
19,693,3
25,693,3
19,693,3
25,693,3
14,693,3
22,693,3
21,693,3
17,693,3
23,693,3
21,693,3
11,693,3
13,693,3
12,693,3
13,693,3
12,693,3
14,693,3
16,693,3
8,693,3
20,693,3
17,693,3
13,693,3
12,693,3
8,693,3
19,693,3
13,693,3
15,693,3
16,693,3
13,693,3
16,693,3
16,693,3
17,693,3
16,693,3
17,693,3
13,693,3
13,693,3
12,693,3
4,693,3
16,693,3
11,693,3
18,693,3
20,693,3
18,693,3
12,693,3
18,693,3
9,693,3
17,693,3
21,693,3
19,693,3
17,693,3
12,693,3
24,693,3
19,693,3
21,693,3
14,693,3
17,693,3
29,693,3
19,693,3
19,693,3
23,693,3
13,693,3
11,693,3
15,693,3
6,693,3
14,693,3
14,693,3
11,693,3
23,693,3
14,693,3
15,693,3
21,693,3
16,693,3
10,693,3
19,693,3
15,693,3
14,693,3
14,693,3
18,693,3
13,693,3
11,693,3
8,693,3
7,693,3
41,693,5
25,693,5
27,693,5
23,693,5
29,693,5
28,693,5
28,693,5
23,693,5
19,693,5
18,693,5
29,693,5
25,693,5
26,693,5
21,693,5
16,693,5
24,693,5
16,693,5
27,693,5
21,693,5
33,693,5
24,693,5
31,693,5
42,693,5
25,693,5
18,693,5
34,693,5
19,693,5
28,693,5
22,693,5
18,693,5
35,693,5
39,693,5
35,693,5
24,693,5
20,693,5
32,693,5
22,693,5
38,693,5
27,693,5
24,693,5
27,693,5
35,693,5
19,693,5
18,693,5
15,693,5
16,693,5
26,693,5
18,693,5
18,693,5
23,693,5
23,693,5
27,693,5
21,693,5
24,693,5
22,693,5
25,693,5
27,693,5
25,693,5
24,693,5
32,693,5
20,693,5
37,693,5
32,693,5
29,693,5
27,693,5
21,693,5
26,693,5
22,693,5
18,693,5
26,693,5
29,693,5
33,693,5
18,693,5
25,693,5
23,693,5
26,693,5
35,693,5
23,693,5
20,693,5
14,693,5
29,693,5
27,693,5
17,693,5
24,693,5
25,693,5
30,693,5
31,693,5
27,693,5
27,693,5
34,693,5
18,693,5
30,693,5
18,693,5
27,693,5
26,693,5
19,693,5
27,693,5
21,693,5
26,693,5
21,693,5
25,693,5
25,693,5
25,693,5
30,693,5
41,693,5
28,693,5
20,693,5
25,693,5
30,693,5
20,693,5
31,693,5
26,693,5
17,693,5
35,693,5
22,693,5
43,693,5
25,693,5
24,693,5
30,693,5
20,693,5
22,693,5
32,693,5
28,693,5
20,693,5
27,693,5
21,693,5
35,693,5
33,693,5
33,693,5
39,693,5
21,693,5
22,693,5
32,693,5
28,693,5
23,693,5
29,693,5
22,693,5
27,693,5
27,693,5
16,693,5
27,693,5
36,693,5
30,693,5
26,693,5
32,693,5
23,693,5
28,693,5
28,693,5
23,693,5
18,693,5
19,693,5
28,693,5
32,693,5
36,693,5
22,693,5
27,693,5
44,693,5
30,693,5
12,693,5
24,693,5
14,693,5
32,693,5
29,693,5
23,693,5
27,693,5
22,693,5
16,693,5
23,693,5
23,693,5
30,693,5
29,693,5
24,693,5
27,693,5
19,693,5
17,693,5
33,693,5
25,693,5
25,693,5
36,693,5
29,693,5
17,693,5
22,693,5
31,693,5
21,693,5
38,693,5
21,693,5
24,693,5
28,693,5
38,693,5
27,693,5
30,693,5
31,693,5
27,693,5
27,693,5
30,693,5
21,693,5
27,693,5
34,693,5
29,693,5
26,693,5
36,693,5
22,693,5
26,693,5
20,693,5
16,693,5
23,693,5
26,693,5
31,693,5
27,693,5
29,693,5
26,693,5
12,693,5
18,693,5
32,693,5
36,693,5
20,693,5
34,693,5
29,693,5
32,693,5
29,693,5
27,693,5
24,693,5
25,693,5
35,693,5
30,693,5
26,693,5
19,693,5
25,693,5
29,693,5
25,693,5
26,693,5
28,693,5
22,693,5
20,693,5
26,693,5
24,693,5
25,693,5
22,693,5
25,693,5
21,693,5
24,693,5
29,693,5
35,693,5
32,693,5
24,693,5
30,693,5
24,693,5
25,693,5
23,693,5
22,693,5
22,693,5
25,693,5
33,693,5
41,693,5
25,693,5
25,693,5
25,693,5
22,693,5
24,693,5
17,693,5
19,693,5
27,693,5
38,693,5
33,693,5
35,693,5
32,693,5
32,693,5
26,693,5
31,693,5
28,693,5
24,693,5
25,693,5
27,693,5
24,693,5
31,693,5
24,693,5
19,693,5
23,693,5
20,693,5
31,693,5
13,693,5
33,693,5
24,693,5
16,693,5
22,693,5
32,693,5
23,693,5
18,693,5
21,693,5
24,693,5
22,693,5
34,693,5
30,693,5
28,693,5
31,693,5
24,693,5
35,693,5
23,693,5
33,693,5
22,693,5
39,693,5
32,693,5
28,693,5
25,693,5
25,693,5
26,693,5
22,693,5
39,693,5
23,693,5
35,693,5
25,693,5
27,693,5
25,693,5
31,693,5
23,693,5
26,693,5
27,693,5
28,693,5
24,693,5
28,693,5
21,693,5
24,693,5
19,693,5
37,693,5
29,693,5
15,693,5
15,693,5
43,693,5
21,693,5
