id_location,lat,lon
272313915,39.6518266,116.7902734
4605875713,39.5137568,116.7014231
7733885006,39.5115693,116.6992772
7733885007,39.5087425,116.7032334
8455171489,39.5722637,116.5892436
411814396,39.519728626043936,116.69893655966155
963077102,39.659676894793755,116.85973587740082
288742152,39.8118022,116.5962708
302268958,40.0517571,116.6098499
844821225,39.9034825,116.6207504
3679612373,39.9254518,116.5932288
4883415766,39.8962107,116.6570978
5225840222,39.8540293,116.6144084
5336500971,39.9098842,116.5933833
5336500972,39.9118365,116.5930027
5428312459,39.9022116,116.7272447
5430487507,39.9018256,116.6819734
5441488483,39.9243238,116.5934394
5441488835,39.9021403,116.7111595
5441513452,39.9016234,116.7416309
5441536712,39.9080803,116.5931388
5442190079,39.9049983,116.6128233
5444674048,39.9027464,116.6314284
6124474481,39.9065113,116.6976108
6713165204,39.9021187,116.7018094
6716238810,39.8707455,116.6802742
6930098569,39.8577135,116.5927827
6930098570,39.8624408,116.6267073
6930098785,39.8553663,116.6891062
6930098800,39.8480604,116.671983
7117305974,39.861867,116.6795116
7855950711,40.0111538,116.6806224
8073260829,39.8115669,116.5960819
8073260830,39.8025523,116.5856212
8073325257,39.9174644,116.6555297
8073325258,39.9259297,116.6334973
8073325259,39.9231759,116.6102727
8073325260,39.8742944,116.6728594
8073325261,39.889165,116.651623
8073325262,39.8922857,116.6407547
8250912487,39.8825494,116.6627267
8410936838,39.951495,116.9161932
8431451892,39.9400145,116.8196319
8917364822,39.822845,116.6974245
238264407,39.88788171517299,116.65280359073083
331385474,39.90961977032237,116.66758367885463
334620990,39.91667145618905,116.65508273616788
435152275,39.8790084609816,116.7371738128037
444157931,39.91544673578589,116.70400052636725
463888135,39.89261252091601,116.69116464317024
496662789,39.896219699999996,116.65712575
691433531,39.86183701034447,116.67956483828414
691433562,39.862322040959576,116.66468100259813
691433579,39.862333275269314,116.6509628977401
824508391,39.90342789660845,116.62207656123168
907176168,39.89680519160627,116.65709923775397
931666899,40.05913981035007,116.60866741075019
844821216,40.2876273,116.6167574
1351108938,40.0780121,116.5871332
1736267218,40.1285677,116.6352231
3182650877,40.3413383,116.7487637
3956268935,40.2570979,116.6233262
4316545793,40.0785574,116.5864289
5441544159,40.1288708,116.6511833
5444733365,40.1313792,116.6789785
6144727887,40.0812651,116.6289748
6717674851,40.3509774,116.8447842
7114099684,40.2771929,116.6988695
7798806784,40.124808,116.6396055
7805088031,40.2021674,116.64244
7805118844,40.3160162,116.6431284
8073325255,40.1274067,116.6035713
237264439,40.31522746111605,116.6401856364021
451269232,40.31293040921257,116.6233681835797
451269233,40.31318914856152,116.62546957847482
451269234,40.314159620112285,116.62639665391565
451280001,40.31404820696493,116.62747054692652
470516685,40.31594345190734,116.65134716445601
470946242,40.31953329987126,116.62407084387134
617913311,40.1273930390251,116.63647726178961
691320019,40.348689420767705,116.89948554683389
691320376,40.34918350433875,116.8995031366507
742106957,40.296447605829,116.64207480004151
742106958,40.298687965193146,116.65151060946826
742106968,40.298525209498166,116.64499126580867
742106969,40.29599450462683,116.64968760355018
742106975,40.29689037789526,116.66243868990291
742106981,40.30682250835971,116.6355324380439
742106983,40.300193603332254,116.63693149105764
742106991,40.326171045590954,116.69633522254914
753478075,40.30920355601306,116.64211560877668
753478076,40.30858791923636,116.64076953183815
753478077,40.311976221807754,116.64364837445672
753478086,40.30844825107016,116.64250089316769
753478087,40.31397843220274,116.64372639506632
753478088,40.31406277663693,116.64534820801293
797321004,40.28986212578798,116.58156604100651
802608997,40.301405023548256,116.61912281092951
802608998,40.29853565061725,116.62058471427751
931666900,40.06556314392255,116.60761819912909
931666901,40.074306252213965,116.6061963124346
932245035,40.167372777907126,116.69288031001285
2351141827,39.7192863,116.3248453
5428310397,39.6689886,116.3139055
5441516142,39.6851176,116.3161458
5444440441,39.7518055,116.3260337
6072250097,39.7466753,116.318125
6072250098,39.7469445,116.3189688
6072250099,39.7451911,116.321583
6817368517,39.5129055,116.4095525
6817368518,39.7188113,116.3231617
6818020471,39.5124863,116.4106758
6818020472,39.7361064,116.3594091
7860703073,39.7417561,116.3263162
7860703074,39.730422,116.3265186
7860703075,39.7215049,116.3266541
7860703076,39.7111034,116.3130854
8419766773,39.6487615,116.3501836
8445004257,39.664955,116.4016257
8455171488,39.6169001,116.4818251
8742092450,39.5122499,116.4130734
128511305,39.75165589770801,116.32602374978487
508157319,39.67091177294452,116.31308436984187
564869812,39.749448838541966,116.32575032099192
564869817,39.75250702668716,116.3256945632529
564869820,39.75036282382752,116.3257329795904
565099756,39.749332981698736,116.30490143558207
569336068,39.7471163,116.32180125000001
682666009,39.468714908629536,116.45771281194473
690500386,39.72984172984348,116.29377402175655
782872343,39.74726966994198,116.28075316575018
783219132,39.744026539589655,116.28141165031955
783226612,39.745455509970306,116.28061253743203
783226613,39.745460704840674,116.28223110129926
124205138,39.8469617,116.2826365
269996666,39.9021664,116.4210124
288858553,39.9626778,116.24564
290600755,40.0310164,116.3057934
294121375,39.9674728,116.4057598
321939663,39.9329883,116.2718734
340262247,40.0290192,116.4119016
342799184,39.903341,116.359877
384065070,39.9172454,116.4021102
539260172,39.8634254,116.3723991
995935223,39.8962464,116.413184
995935816,39.895192,116.413257
1094071212,39.7937219,116.5753324
1189200434,39.8736588,116.2089972
1290300946,39.8479689,116.2205858
1292883529,39.9362536,116.3334285
1296102366,39.8989764,116.1974541
1296102418,39.8989789,116.1975764
1325598419,39.8851292,116.4141761
1352354126,40.0439512,116.5287171
1684131015,39.8197588,116.2840239
1684131157,39.8212521,116.2841663
1688760569,39.9194925,116.2411857
1752074385,40.0331262,116.3648551
1785705881,40.0003674,116.3501053
1824913462,39.9433162,116.5024181
1853224527,40.0511876,116.3045573
1978623723,39.9839231,116.2030091
1978629253,39.9267695,116.2892743
2098804276,40.0196142,116.4731568
2274622929,40.003256,116.2076121
2354019862,40.000529,116.3178494
2354348585,40.0022276,116.3176199
2354348603,40.0022232,116.316206
2418894058,39.9114589,116.4522446
2463551623,39.9993472,116.3876918
2613463958,39.9389552,116.4262334
2622884128,39.9364465,116.32772
2622884132,39.9365036,116.3281329
2622884133,39.9365123,116.3278009
2625355121,39.9360678,116.3273982
2742116952,40.003384,116.409318
2748921517,40.0389082,116.4096558
2748922543,40.032176,116.4123403
2753471007,39.9987169,116.3879444
2812778790,39.9140626,116.3556263
2866041901,39.8374551,116.3954194
2866042101,39.8381481,116.3956633
2977431836,40.001846,116.401005
2982153033,39.998854,116.390233
2982182334,40.000087,116.39004
2997104204,39.9077735,116.468709
3193640085,40.0524595,116.4071978
3313545861,39.8519787,116.2306769
3363538820,39.942932,116.4690136
3363577821,39.931925,116.4724181
3365609789,39.864019,116.2688628
