lon,lat,id_location
12.4729577035905,41.8968714408591,"1"
12.4859581911661,41.8962748994988,"2"
12.4766603741025,41.9063406778537,"3"
12.4867261524575,41.9070537847672,"4"
12.4643695650417,41.9072920584714,"5"
