,lon,lat
0,115.76569999999997,39.63320000000001
1,115.76569999999997,39.67858089957917
2,115.76569999999997,39.723932000342465
3,115.76569999999997,39.76925329346253
4,115.76569999999997,39.81454477019242
5,115.76569999999997,39.85980642186546
6,115.76569999999997,39.90503823989518
7,115.76569999999997,39.95024021577518
8,115.76569999999997,39.99541234107898
9,115.76569999999997,40.04055460745991
10,115.76569999999997,40.08566700665095
11,115.76569999999997,40.130749530464705
12,115.82464457433498,39.63320000000001
13,115.82464457433498,39.67858089957917
14,115.82464457433498,39.723932000342465
15,115.82464457433498,39.76925329346253
16,115.82464457433498,39.81454477019242
17,115.82464457433498,39.85980642186546
18,115.82464457433498,39.90503823989518
19,115.82464457433498,39.95024021577518
20,115.82464457433498,39.99541234107898
21,115.82464457433498,40.04055460745991
22,115.82464457433498,40.08566700665095
23,115.82464457433498,40.130749530464705
24,115.88358914867,39.63320000000001
25,115.88358914867,39.67858089957917
26,115.88358914867,39.723932000342465
27,115.88358914867,39.76925329346253
28,115.88358914867,39.81454477019242
29,115.88358914867,39.85980642186546
30,115.88358914867,39.90503823989518
31,115.88358914867,39.95024021577518
32,115.88358914867,39.99541234107898
33,115.88358914867,40.04055460745991
34,115.88358914867,40.08566700665095
35,115.88358914867,40.130749530464705
36,115.94253372300501,39.63320000000001
37,115.94253372300501,39.67858089957917
38,115.94253372300501,39.723932000342465
39,115.94253372300501,39.76925329346253
40,115.94253372300501,39.81454477019242
41,115.94253372300501,39.85980642186546
42,115.94253372300501,39.90503823989518
43,115.94253372300501,39.95024021577518
44,115.94253372300501,39.99541234107898
45,115.94253372300501,40.04055460745991
46,115.94253372300501,40.08566700665095
47,115.94253372300501,40.130749530464705
48,116.00147829734003,39.63320000000001
49,116.00147829734003,39.67858089957917
50,116.00147829734003,39.723932000342465
51,116.00147829734003,39.76925329346253
52,116.00147829734003,39.81454477019242
53,116.00147829734003,39.85980642186546
54,116.00147829734003,39.90503823989518
55,116.00147829734003,39.95024021577518
56,116.00147829734003,39.99541234107898
57,116.00147829734003,40.04055460745991
58,116.00147829734003,40.08566700665095
59,116.00147829734003,40.130749530464705
60,116.06042287167503,39.63320000000001
61,116.06042287167503,39.67858089957917
62,116.06042287167503,39.723932000342465
63,116.06042287167503,39.76925329346253
64,116.06042287167503,39.81454477019242
65,116.06042287167503,39.85980642186546
66,116.06042287167503,39.90503823989518
67,116.06042287167503,39.95024021577518
68,116.06042287167503,39.99541234107898
69,116.06042287167503,40.04055460745991
70,116.06042287167503,40.08566700665095
71,116.06042287167503,40.130749530464705
72,116.11936744601005,39.63320000000001
73,116.11936744601005,39.67858089957917
74,116.11936744601005,39.723932000342465
75,116.11936744601005,39.76925329346253
76,116.11936744601005,39.81454477019242
77,116.11936744601005,39.85980642186546
78,116.11936744601005,39.90503823989518
79,116.11936744601005,39.95024021577518
80,116.11936744601005,39.99541234107898
81,116.11936744601005,40.04055460745991
82,116.11936744601005,40.08566700665095
83,116.11936744601005,40.130749530464705
84,116.17831202034506,39.63320000000001
85,116.17831202034506,39.67858089957917
86,116.17831202034506,39.723932000342465
87,116.17831202034506,39.76925329346253
88,116.17831202034506,39.81454477019242
89,116.17831202034506,39.85980642186546
90,116.17831202034506,39.90503823989518
91,116.17831202034506,39.95024021577518
92,116.17831202034506,39.99541234107898
93,116.17831202034506,40.04055460745991
94,116.17831202034506,40.08566700665095
95,116.17831202034506,40.130749530464705
96,116.23725659468008,39.63320000000001
97,116.23725659468008,39.67858089957917
98,116.23725659468008,39.723932000342465
99,116.23725659468008,39.76925329346253
100,116.23725659468008,39.81454477019242
101,116.23725659468008,39.85980642186546
102,116.23725659468008,39.90503823989518
103,116.23725659468008,39.95024021577518
104,116.23725659468008,39.99541234107898
105,116.23725659468008,40.04055460745991
106,116.23725659468008,40.08566700665095
107,116.23725659468008,40.130749530464705
108,116.29620116901509,39.63320000000001
109,116.29620116901509,39.67858089957917
110,116.29620116901509,39.723932000342465
111,116.29620116901509,39.76925329346253
112,116.29620116901509,39.81454477019242
113,116.29620116901509,39.85980642186546
114,116.29620116901509,39.90503823989518
115,116.29620116901509,39.95024021577518
116,116.29620116901509,39.99541234107898
117,116.29620116901509,40.04055460745991
118,116.29620116901509,40.08566700665095
119,116.29620116901509,40.130749530464705
120,116.35514574335008,39.63320000000001
121,116.35514574335008,39.67858089957917
122,116.35514574335008,39.723932000342465
123,116.35514574335008,39.76925329346253
124,116.35514574335008,39.81454477019242
125,116.35514574335008,39.85980642186546
126,116.35514574335008,39.90503823989518
127,116.35514574335008,39.95024021577518
128,116.35514574335008,39.99541234107898
129,116.35514574335008,40.04055460745991
130,116.35514574335008,40.08566700665095
131,116.35514574335008,40.130749530464705
132,116.4140903176851,39.63320000000001
133,116.4140903176851,39.67858089957917
134,116.4140903176851,39.723932000342465
135,116.4140903176851,39.76925329346253
136,116.4140903176851,39.81454477019242
137,116.4140903176851,39.85980642186546
138,116.4140903176851,39.90503823989518
139,116.4140903176851,39.95024021577518
140,116.4140903176851,39.99541234107898
141,116.4140903176851,40.04055460745991
142,116.4140903176851,40.08566700665095
143,116.4140903176851,40.130749530464705
144,116.47303489202011,39.63320000000001
145,116.47303489202011,39.67858089957917
146,116.47303489202011,39.723932000342465
147,116.47303489202011,39.76925329346253
148,116.47303489202011,39.81454477019242
149,116.47303489202011,39.85980642186546
150,116.47303489202011,39.90503823989518
151,116.47303489202011,39.95024021577518
152,116.47303489202011,39.99541234107898
153,116.47303489202011,40.04055460745991
154,116.47303489202011,40.08566700665095
155,116.47303489202011,40.130749530464705
156,116.53197946635512,39.63320000000001
157,116.53197946635512,39.67858089957917
158,116.53197946635512,39.723932000342465
159,116.53197946635512,39.76925329346253
160,116.53197946635512,39.81454477019242
161,116.53197946635512,39.85980642186546
162,116.53197946635512,39.90503823989518
163,116.53197946635512,39.95024021577518
164,116.53197946635512,39.99541234107898
165,116.53197946635512,40.04055460745991
166,116.53197946635512,40.08566700665095
167,116.53197946635512,40.130749530464705
168,116.59092404069013,39.63320000000001
169,116.59092404069013,39.67858089957917
170,116.59092404069013,39.723932000342465
171,116.59092404069013,39.76925329346253
172,116.59092404069013,39.81454477019242
173,116.59092404069013,39.85980642186546
174,116.59092404069013,39.90503823989518
175,116.59092404069013,39.95024021577518
176,116.59092404069013,39.99541234107898
177,116.59092404069013,40.04055460745991
178,116.59092404069013,40.08566700665095
179,116.59092404069013,40.130749530464705
180,116.64986861502514,39.63320000000001
181,116.64986861502514,39.67858089957917
182,116.64986861502514,39.723932000342465
183,116.64986861502514,39.76925329346253
184,116.64986861502514,39.81454477019242
185,116.64986861502514,39.85980642186546
186,116.64986861502514,39.90503823989518
187,116.64986861502514,39.95024021577518
188,116.64986861502514,39.99541234107898
189,116.64986861502514,40.04055460745991
190,116.64986861502514,40.08566700665095
191,116.64986861502514,40.130749530464705
192,116.70881318936016,39.63320000000001
193,116.70881318936016,39.67858089957917
194,116.70881318936016,39.723932000342465
195,116.70881318936016,39.76925329346253
196,116.70881318936016,39.81454477019242
197,116.70881318936016,39.85980642186546
198,116.70881318936016,39.90503823989518
199,116.70881318936016,39.95024021577518
200,116.70881318936016,39.99541234107898
201,116.70881318936016,40.04055460745991
202,116.70881318936016,40.08566700665095
203,116.70881318936016,40.130749530464705
